GeneralAdvice+运动++,GeneralAdvice+治疗++	GeneralExplanation+问题++,GeneralExplanation+问题++
B+Inform+饮食+饮食名	B+Inform+饮食+饮食名	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
O	O	
B+Advice+行为+行为名	O	
I+Advice+行为+行为名	O	
I+Advice+行为+行为名	B+GeneralAdvice+问题+症状	
I+Advice+行为+行为名	I+GeneralAdvice+问题+症状	
I+Advice+行为+行为名	I+GeneralAdvice+问题+症状	
I+Advice+行为+行为名	I+GeneralAdvice+问题+症状	
O	I+GeneralAdvice+问题+症状	
O	O	
O	O	
O	B+GeneralAdvice+行为+行为名	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


Assure+++	Assure+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Advice+行为+行为名	O	
I+Advice+行为+行为名	O	
I+Advice+行为+行为名	O	
O	O	
B+Advice+饮食+饮食量	B+Advice+饮食+饮食量	
I+Advice+饮食+饮食量	O	
I+Advice+饮食+饮食量	O	
I+Advice+饮食+饮食量	O	


Assure+++	none
O	O	
O	O	
O	O	
O	O	
O	B+Explanation+饮食+饮食名	
O	O	
O	O	
O	O	
O	O	
O	O	
I+Advice+饮食+饮食量	B+Explanation+饮食+饮食量	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
B+AskForSure+问题+症状	B+AskForSure+问题+症状	
I+AskForSure+问题+症状	I+AskForSure+问题+症状	
B+AskForSure+问题+症状	I+AskForSure+问题+症状	
I+AskForSure+问题+症状	I+AskForSure+问题+症状	
I+AskForSure+问题+症状	I+AskForSure+问题+症状	
I+AskForSure+问题+症状	I+AskForSure+问题+症状	
O	O	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+问题+疾病	B+AskForSure+问题+疾病	
I+AskForSure+问题+疾病	I+AskForSure+问题+疾病	
I+AskForSure+问题+疾病	I+AskForSure+问题+疾病	


none	none
O	O	
O	O	
B+Advice+饮食+饮食名	B+Advice+饮食+饮食名	
I+Advice+饮食+饮食名	I+Advice+饮食+饮食名	
I+Advice+饮食+饮食名	I+Advice+饮食+饮食名	
I+Advice+饮食+饮食名	I+Advice+饮食+饮食名	
O	O	
O	O	
O	O	
O	O	
B+Advice+饮食+成分	B+Advice+饮食+饮食名	
I+Advice+饮食+饮食名	O	
B+Advice+饮食+成分	O	


none	none
B+Inform+治疗+药品	B+Inform+治疗+药品	
I+Inform+治疗+药品	I+Inform+治疗+药品	
I+Inform+治疗+药品	I+Inform+治疗+药品	
I+Inform+治疗+药品	I+Inform+治疗+药品	
I+Inform+治疗+药品	I+Inform+治疗+药品	
I+Inform+治疗+药品	I+Inform+治疗+药品	
I+Inform+治疗+药品	I+Inform+治疗+药品	
O	O	
B+Inform+治疗+时间	B+Inform+治疗+用药量	
I+Inform+治疗+用药（治疗）频率	I+Inform+治疗+用药量	
B+Inform+治疗+时间	I+Inform+治疗+用药量	
I+Inform+治疗+时间	I+Inform+治疗+用药量	


none	none
B+Advice+饮食+饮食量	B+Advice+饮食+饮食量	
O	O	
O	O	
B+Advice+饮食+饮食名	B+Advice+饮食+饮食名	
I+Advice+饮食+饮食名	I+Advice+饮食+饮食名	
O	O	
I+Advice+饮食+饮食名	B+Advice+饮食+饮食名	
I+Advice+饮食+饮食名	I+Advice+饮食+饮食名	
B+Advice+饮食+成分	B+Advice+饮食+成份量	
I+Advice+饮食+饮食名	B+Advice+饮食+成分	
O	O	


none	Accept+++
B+AskForSure+治疗+药品	O	
I+AskForSure+治疗+药品	O	
I+AskForSure+治疗+药品	O	
I+AskForSure+治疗+药品	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+饮食+饮食名	B+AskForSure+饮食+饮食名	
I+AskForSure+饮食+饮食名	I+AskForSure+饮食+饮食名	
O	O	


none	none
B+Explanation+问题+症状部位	B+Explanation+问题+症状	
O	I+Explanation+问题+症状	
O	I+Explanation+问题+症状	
O	I+Explanation+问题+症状	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
B+Inform+问题+状态	B+Inform+问题+症状	
I+Explanation+问题+症状	I+Inform+问题+症状	
B+Explanation+问题+症状	I+Inform+问题+症状	
I+Explanation+问题+症状	I+Inform+问题+症状	
I+Explanation+问题+症状	I+Inform+问题+症状	
O	O	


AskFor+饮食+饮食名+?	none
B+AskForSure+饮食+饮食名	B+AskForSure+饮食+饮食名	
I+AskForSure+饮食+饮食名	I+AskForSure+饮食+饮食名	
O	O	
O	O	
O	O	


none	none
O	O	
B+Inform+基本信息+年龄	B+Inform+基本信息+年龄	
O	O	


GeneralExplanation+问题++	Assure+++
B+Explanation+问题+疾病	O	
I+Explanation+问题+疾病	O	
I+Explanation+问题+疾病	O	
I+Explanation+问题+疾病	O	
O	O	
B+Explanation+问题+疾病	O	
I+Explanation+问题+疾病	O	
I+Explanation+问题+疾病	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Explanation+问题+症状	O	
I+Explanation+问题+症状	O	
I+Explanation+问题+症状	O	


none	none
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+AskForSure+问题+血糖值	
O	I+AskForSure+问题+血糖值	
O	I+AskForSure+问题+血糖值	
O	I+AskForSure+问题+血糖值	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+AskForSure+问题+疾病	
O	I+AskForSure+问题+疾病	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	Chitchat+++
O	O	
O	O	
B+Explanation+问题+症状	O	
I+Explanation+问题+症状	O	
I+Explanation+问题+症状	O	
O	O	
O	O	
B+Advice+行为+行为名	B+Advice+行为+行为名	
I+Advice+行为+行为名	I+Advice+行为+行为名	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Explanation+问题+症状	O	
I+Explanation+问题+症状	O	
I+Explanation+问题+症状	O	
I+Explanation+问题+症状	O	


none	none
O	O	
O	O	
O	B+Explanation+问题+血糖值	
O	I+Explanation+问题+血糖值	
O	I+Explanation+问题+血糖值	
O	I+Explanation+问题+血糖值	
O	I+Explanation+问题+血糖值	
O	O	
O	B+Explanation+问题+症状	
O	I+Explanation+问题+症状	
O	I+Explanation+问题+症状	
O	O	
O	O	
O	O	
O	O	
B+Advice+行为+行为名	B+Advice+行为+行为名	
I+Advice+行为+行为名	I+Advice+行为+行为名	
I+Advice+行为+行为名	I+Advice+行为+行为名	
I+Advice+行为+行为名	I+Advice+行为+行为名	
O	O	
B+Advice+行为+时间	B+Explanation+问题+时间	
I+Explanation+问题+时间	I+Explanation+问题+时间	
B+Explanation+问题+血糖值	O	
I+Explanation+问题+血糖值	O	


none	none
B+Advice+饮食+饮食量	B+Advice+饮食+饮食量	
O	O	
O	O	
B+Advice+饮食+饮食名	B+Advice+饮食+成分	
I+Advice+饮食+饮食名	O	
B+Advice+饮食+成分	B+Advice+饮食+成份量	
O	O	
O	B+Advice+饮食+饮食名	
O	I+Advice+饮食+饮食名	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Advice+饮食+成分	O	
B+Advice+饮食+成分	O	
B+Advice+饮食+成分	B+Advice+饮食+成份量	
O	O	
O	O	
O	O	
O	O	
O	B+Advice+饮食+饮食名	
O	I+Advice+饮食+饮食名	


none	none
O	O	
O	O	
O	O	
B+Inform+问题+时间	B+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
B+Inform+问题+血糖值	B+Inform+问题+血糖值	
I+Inform+问题+时间	B+Inform+问题+时间	
O	I+Inform+问题+时间	
O	I+Inform+问题+时间	
O	O	
B+Inform+问题+血糖值	B+Inform+问题+血糖值	
O	O	
O	O	
O	B+AskForSure+问题+血糖值	
O	I+AskForSure+问题+血糖值	
O	O	
O	O	
O	O	


Chitchat+++	Chitchat+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
O	O	
O	O	
O	O	
O	O	
B+Inform+问题+疾病	B+AskForSure+问题+症状	
I+Inform+问题+疾病	I+AskForSure+问题+症状	
I+Inform+问题+疾病	I+AskForSure+问题+症状	
I+Inform+问题+疾病	I+AskForSure+问题+症状	
I+Inform+问题+疾病	I+AskForSure+问题+症状	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+治疗+药品	B+AskForSure+治疗+药品	
I+AskForSure+治疗+药品	I+AskForSure+治疗+药品	
O	O	


GeneralAdvice+饮食++,GeneralAdvice+运动++	none
O	O	
O	O	
O	B+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
B+Explanation+问题+疾病	B+Inform+问题+疾病	
I+Explanation+问题+疾病	I+Inform+问题+疾病	
I+Explanation+问题+疾病	I+Inform+问题+疾病	
O	O	
B+Explanation+治疗+药品	B+AskForSure+饮食+饮食名	
I+Explanation+治疗+药品	I+AskForSure+饮食+饮食名	
I+Explanation+治疗+药品	I+AskForSure+饮食+饮食名	
I+Explanation+治疗+药品	I+AskForSure+饮食+饮食名	
O	O	
O	O	
O	O	
B+Explanation+饮食+饮食量	B+AskForSure+饮食+饮食量	
I+Explanation+治疗+时间	I+AskForSure+饮食+饮食量	
I+Explanation+行为+行为名	I+AskForSure+饮食+饮食量	


none	none
B+AskForSure+行为+行为名	B+AskForSure+行为+行为名	
I+AskForSure+行为+行为名	I+AskForSure+行为+行为名	
O	O	
O	O	
O	O	
B+AskForSure+治疗+药品	B+AskForSure+治疗+治疗名	
B+AskForSure+治疗+药品	I+AskForSure+治疗+治疗名	
I+AskForSure+治疗+药品	I+AskForSure+治疗+治疗名	
I+AskForSure+治疗+药品	I+AskForSure+治疗+治疗名	
O	O	
O	O	


none	none
B+AskForSure+问题+疾病	B+AskForSure+问题+症状	
I+AskForSure+问题+疾病	I+AskForSure+问题+症状	
I+AskForSure+问题+疾病	I+AskForSure+问题+症状	
O	O	
B+AskForSure+问题+疾病	B+AskForSure+问题+症状	
I+AskForSure+问题+疾病	I+AskForSure+问题+症状	
I+AskForSure+问题+疾病	I+AskForSure+问题+症状	
O	O	
O	O	
O	O	


none	none
B+AskForSure+饮食+饮食量	B+AskForSure+饮食+饮食量	
O	O	
B+AskForSure+饮食+饮食名	B+AskForSure+饮食+饮食名	
I+AskForSure+饮食+饮食名	I+AskForSure+饮食+饮食名	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Advice+饮食+饮食量	B+Advice+饮食+饮食量	
O	I+Advice+饮食+饮食量	
O	O	


none,Deny+++	Deny+++
O	O	
O	O	
B+Inform+问题+时间	B+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
B+Inform+问题+血糖值	B+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
O	O	


none	none
O	O	
O	O	
O	O	
B+AskForSure+问题+时间	B+AskForSure+问题+血糖值	
I+AskForSure+问题+时间	I+AskForSure+问题+血糖值	
O	O	


none	none
O	B+Inform+治疗+时间	
O	I+Inform+治疗+时间	
O	I+Inform+治疗+时间	
O	I+Inform+治疗+时间	
O	O	
O	O	
O	O	
O	O	
B+Inform+治疗+药品	O	
I+Inform+治疗+药品	O	
I+Inform+治疗+药品	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Inform+治疗+用药（治疗）频率	
O	I+Inform+治疗+用药（治疗）频率	
O	I+Inform+治疗+用药（治疗）频率	
O	I+Inform+治疗+用药（治疗）频率	
O	I+Inform+治疗+用药（治疗）频率	
O	I+Inform+治疗+用药（治疗）频率	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Inform+治疗+用药量	
O	I+Inform+治疗+用药量	
O	I+Inform+治疗+用药量	
O	I+Inform+治疗+用药量	
O	I+Inform+治疗+用药量	


none	none
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Advice+治疗+药品	
O	I+Advice+治疗+药品	
O	I+Advice+治疗+药品	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Advice+治疗+用药量	B+Advice+治疗+用药量	
I+Advice+治疗+用药量	I+Advice+治疗+用药量	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Advice+治疗+用药量	
O	I+Advice+治疗+用药量	
B+Advice+治疗+药品	B+Advice+治疗+药品类型	
I+Advice+治疗+药品	I+Advice+治疗+药品类型	
I+Advice+治疗+药品	I+Advice+治疗+药品类型	


none	none
B+Explanation+治疗+检查项	O	
B+Explanation+治疗+检查项	O	
I+Explanation+治疗+检查项	O	
I+Explanation+治疗+检查项	O	
O	O	
B+Explanation+治疗+检查项	B+Explanation+治疗+检查项	
I+Explanation+治疗+检查项	I+Explanation+治疗+检查项	
O	O	
B+Explanation+治疗+检查项	B+Explanation+治疗+检查项	
I+Explanation+治疗+检查项	I+Explanation+治疗+检查项	
O	O	
B+Explanation+治疗+检查项	B+Explanation+治疗+检查项	
I+Explanation+治疗+检查项	I+Explanation+治疗+检查项	
O	O	
B+Explanation+治疗+检查项	B+Explanation+治疗+检查项	
I+Explanation+治疗+检查项	I+Explanation+治疗+检查项	
I+Explanation+治疗+检查项	I+Explanation+治疗+检查项	
I+Explanation+治疗+检查项	I+Explanation+治疗+检查项	
I+Explanation+治疗+检查项	I+Explanation+治疗+检查项	
I+Explanation+治疗+检查项	I+Explanation+治疗+检查项	
O	O	
B+Explanation+治疗+检查项	B+Explanation+治疗+检查项	
I+Explanation+治疗+检查项	I+Explanation+治疗+检查项	
O	O	
B+Explanation+治疗+检查项	B+Explanation+治疗+检查项	
I+Explanation+治疗+检查项	I+Explanation+治疗+检查项	
O	O	
B+Explanation+治疗+检查项	B+Explanation+治疗+检查项	
I+Explanation+治疗+检查项	I+Explanation+治疗+检查项	
I+Explanation+治疗+检查项	I+Explanation+治疗+检查项	
O	O	
B+Explanation+治疗+检查项	B+Explanation+治疗+检查项	
I+Explanation+治疗+检查项	I+Explanation+治疗+检查项	
O	O	


none	Deny+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
I+Explanation+问题+疾病	O	
I+Explanation+问题+疾病	O	
I+Explanation+问题+疾病	O	
O	O	
B+Explanation+问题+时间	O	
I+Explanation+问题+时间	O	
I+Explanation+问题+时间	O	
O	O	
I+Explanation+问题+时间	B+Explanation+基本信息+年龄	
I+Explanation+问题+时间	I+Explanation+基本信息+年龄	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Explanation+问题+疾病	B+Explanation+问题+症状	
I+Explanation+问题+疾病	I+Explanation+问题+症状	
I+Explanation+问题+疾病	I+Explanation+问题+症状	
I+Explanation+问题+疾病	I+Explanation+问题+症状	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
O	O	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+问题+时间	B+Inform+问题+时间	
I+AskForSure+问题+时间	I+Inform+问题+时间	
B+AskForSure+问题+血糖值	B+Inform+问题+血糖值	
I+AskForSure+问题+血糖值	I+Inform+问题+血糖值	
I+AskForSure+问题+血糖值	I+Inform+问题+血糖值	
O	O	
B+AskForSure+问题+血糖值	B+Inform+问题+时间	
I+AskForSure+问题+时间	I+Inform+问题+时间	
B+AskForSure+问题+血糖值	B+Inform+问题+血糖值	
I+AskForSure+问题+血糖值	O	
I+AskForSure+问题+血糖值	B+Inform+问题+时间	
B+AskForSure+问题+血糖值	I+Inform+问题+时间	
B+AskForSure+问题+血糖值	B+Inform+问题+血糖值	
I+AskForSure+问题+血糖值	I+Inform+问题+血糖值	
I+AskForSure+问题+血糖值	I+Inform+问题+血糖值	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	GeneralAdvice+饮食++,GeneralAdvice+运动++
O	O	
O	O	
O	B+Explanation+问题+症状	
O	I+Explanation+问题+症状	
O	I+Explanation+问题+症状	
O	I+Explanation+问题+症状	
O	I+Explanation+问题+症状	
I+Explanation+问题+疾病	I+Explanation+问题+症状	
O	O	
O	O	
O	O	
B+Advice+行为+行为名	O	
I+Advice+行为+行为名	O	
I+Advice+行为+行为名	O	
I+Advice+行为+行为名	O	
O	O	
B+Advice+行为+行为名	O	
I+Advice+行为+行为名	O	
O	O	
I+Advice+行为+行为名	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
O	O	
O	B+Inform+问题+时间	
O	I+Inform+问题+时间	
B+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
O	O	
O	O	
B+Inform+问题+血糖值	B+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
O	O	
B+Inform+问题+时间	O	
I+Inform+问题+时间	O	
I+Inform+问题+时间	O	
I+Inform+问题+时间	O	
I+Inform+问题+时间	O	
B+Inform+问题+血糖值	O	
I+Inform+问题+血糖值	O	
I+Inform+问题+血糖值	O	


	Chitchat+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+治疗+药品	O	
I+AskForSure+治疗+药品	O	
I+AskForSure+治疗+药品	O	


none	GeneralAdvice+行为++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Advice+行为+行为名	O	
I+Advice+行为+行为名	O	
I+Advice+行为+行为名	O	
I+Advice+行为+行为名	O	


AskFor+治疗+检查项+?	AskFor+治疗+检查项+?
O	O	
O	O	
B+AskFor+治疗+时间	O	
I+AskFor+治疗+时间	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
O	O	
O	O	
O	O	
O	O	
B+Explanation+问题+血糖值	O	
I+Explanation+问题+血糖值	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+治疗+药品	B+AskForSure+治疗+药品	
I+AskForSure+治疗+药品	I+AskForSure+治疗+药品	
I+AskForSure+治疗+药品	I+AskForSure+治疗+药品	


none	none
B+Inform+治疗+时间	B+Inform+治疗+时间	
I+Inform+治疗+时间	I+Inform+治疗+时间	
B+Inform+治疗+时间	B+Inform+治疗+用药量	
I+Inform+治疗+时间	I+Inform+治疗+用药量	
B+Inform+治疗+药品	B+Inform+治疗+药品	
I+Inform+治疗+药品	I+Inform+治疗+药品	
I+Inform+治疗+药品	I+Inform+治疗+药品	
I+Inform+治疗+药品	I+Inform+治疗+药品	
I+Inform+治疗+药品	I+Inform+治疗+药品	
I+Inform+治疗+药品	I+Inform+治疗+药品	
I+Inform+治疗+药品	I+Inform+治疗+药品	
I+Inform+治疗+药品	I+Inform+治疗+药品	


AskFor+治疗+用药量+?	AskFor+治疗+用药量+?
O	O	
O	O	
O	O	
B+AskFor+治疗+药品	B+AskFor+治疗+药品	
I+AskFor+治疗+药品	I+AskFor+治疗+药品	
I+AskFor+治疗+药品	I+AskFor+治疗+药品	
O	O	
O	O	
O	O	
O	O	


Accept+++	Accept+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


AskFor+基本信息+体重+?	GeneralExplanation+治疗++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
B+AskForSure+行为+行为名	B+AskForSure+行为+时间	
O	I+AskForSure+行为+时间	
B+AskForSure+行为+行为名	B+AskForSure+行为+行为名	
I+AskForSure+行为+行为名	I+AskForSure+行为+行为名	
O	O	


none	none
O	O	
B+AdviceNot+治疗+药品	O	
I+Advice+治疗+药品	O	
I+Advice+治疗+药品	O	
O	O	
O	O	
O	O	
B+Advice+治疗+药品	B+Advice+治疗+药品	
I+Advice+治疗+药品	I+Advice+治疗+药品	
I+Advice+治疗+药品	I+Advice+治疗+药品	
O	O	
B+Advice+治疗+药品	O	
I+Advice+治疗+药品	O	
I+Advice+治疗+药品	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
I+AdviceNot+行为+行为名	O	
O	O	
O	O	
O	O	
O	O	
B+Explanation+治疗+药品	B+Explanation+治疗+药品	
I+Explanation+治疗+药品	I+Explanation+治疗+药品	
I+Explanation+治疗+药品	I+Explanation+治疗+药品	
O	O	
O	B+Explanation+治疗+药品	
O	I+Explanation+治疗+药品	
O	I+Explanation+治疗+药品	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
B+Advice+饮食+饮食量	O	
O	O	
O	O	
B+Advice+饮食+饮食名	B+Advice+饮食+饮食名	
I+Advice+饮食+饮食名	I+Advice+饮食+饮食名	
O	O	
B+Advice+饮食+饮食名	B+Advice+饮食+饮食名	
I+Advice+饮食+饮食名	I+Advice+饮食+饮食名	
I+Advice+饮食+饮食名	I+Advice+饮食+饮食名	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Advice+饮食+饮食量	O	
I+Advice+饮食+饮食名	O	
I+Advice+饮食+饮食名	O	
I+Advice+饮食+饮食名	O	
O	O	
B+Advice+饮食+成分	O	
I+Advice+饮食+成分	O	
I+Advice+饮食+成分	O	
O	O	
O	O	
O	O	


none	none
B+AskForSure+治疗+药品	O	
I+AskForSure+行为+行为名	O	
B+AskForSure+治疗+药品	O	
I+AskForSure+治疗+药品	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+问题+症状	B+AskForSure+饮食+饮食名	
I+AskForSure+行为+行为名	I+AskForSure+饮食+饮食名	
O	I+AskForSure+饮食+饮食名	
O	O	
O	O	


none	none
B+AskForSure+治疗+药品	B+Inform+治疗+药品类型	
I+Advice+治疗+药品	I+Inform+治疗+药品类型	
O	O	
B+AskForSure+治疗+药品	O	
I+AskForSure+治疗+药品	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


	none
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+AskFor+问题+时间	B+AskForSure+治疗+时间	
I+AskFor+问题+时间	I+AskForSure+治疗+时间	
I+AskFor+问题+时间	I+AskForSure+治疗+时间	
I+AskFor+问题+时间	I+AskForSure+治疗+时间	
O	O	
O	B+AskForSure+治疗+时间	
I+AskFor+问题+时间	I+AskForSure+治疗+时间	
O	I+AskForSure+治疗+时间	
I+AskFor+问题+时间	I+AskForSure+治疗+时间	
O	O	
O	O	
O	O	


none	none
O	B+Inform+基本信息+年龄	
O	O	
O	O	
O	O	
B+Inform+问题+时间	B+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
B+Inform+问题+血糖值	B+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
O	I+Inform+问题+血糖值	
O	O	
O	O	
O	O	
O	B+Inform+问题+症状	
I+AskForSure+问题+症状	I+Inform+问题+症状	
I+AskForSure+问题+症状	I+Inform+问题+症状	
I+AskForSure+问题+症状	I+Inform+问题+症状	


AskFor+问题+血糖值+?,AskFor+基本信息+年龄+?	AskFor+基本信息+年龄+?,AskFor+基本信息+既往史+?,AskFor+问题+血糖值+?
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+问题+疾病	O	
I+AskForSure+问题+疾病	O	
I+AskForSure+问题+疾病	O	


none	none
O	O	
B+Inform+治疗+药品类型	B+Inform+治疗+药品	
I+Inform+治疗+药品类型	I+Inform+治疗+药品	
I+Inform+治疗+药品类型	I+Inform+治疗+药品	
O	O	
B+Inform+治疗+药品类型	O	
I+Inform+治疗+药品类型	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	AskFor+治疗+药品+?
O	B+AskFor+问题+症状	
B+Advice+行为+行为名	I+AskFor+问题+症状	
I+Advice+行为+行为名	I+AskFor+问题+症状	
I+Advice+行为+行为名	I+AskFor+问题+症状	
I+Advice+行为+行为名	I+AskFor+问题+症状	
I+Advice+治疗+药品类型	I+AskFor+问题+症状	
I+Advice+治疗+药品类型	O	
I+Advice+治疗+药品类型	O	
I+Advice+治疗+药品类型	O	
O	O	
O	O	
O	O	
O	O	


none	none
O	O	
O	O	
O	O	
O	O	
B+Advice+治疗+检查项	B+Advice+治疗+检查项	
O	I+Advice+治疗+检查项	
O	O	
O	O	
O	O	
B+AskForSure+治疗+检查值	B+Advice+基本信息+体重	
I+AskForSure+治疗+检查值	I+Advice+基本信息+体重	
O	O	


none	none
B+Inform+治疗+药品	B+Advice+治疗+药品类型	
I+Inform+治疗+药品	I+Advice+治疗+药品类型	
I+Inform+治疗+用药量	O	
B+Inform+治疗+用药量	B+Advice+治疗+用药量	
I+Inform+治疗+用药量	I+Advice+治疗+用药量	
I+Inform+治疗+用药量	I+Advice+治疗+用药量	
O	O	
B+Inform+治疗+时间	B+Advice+治疗+时间	
I+Inform+治疗+时间	I+Advice+治疗+时间	
O	O	


none	none
B+AskForSure+治疗+药品	B+AskForSure+治疗+药品类型	
I+AskForSure+治疗+药品	I+AskForSure+治疗+药品类型	
O	I+AskForSure+治疗+药品类型	
O	O	
O	O	
O	O	
B+AskForSure+治疗+药品	B+AskForSure+治疗+药品类型	
I+AskForSure+治疗+药品类型	I+AskForSure+治疗+药品类型	
O	I+AskForSure+治疗+药品类型	
O	O	


	Chitchat+++
O	O	
O	O	
O	O	
O	O	
O	O	


Chitchat+++	Chitchat+++
O	O	
O	O	
O	O	
O	O	
O	O	


Assure+++	Assure+++
O	O	
O	O	


Assure+++	Chitchat+++
O	O	


AskWhy+++	AskWhy+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Inform+问题+时间	
B+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
B+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
O	I+Inform+问题+时间	
O	I+Inform+问题+时间	
O	I+Inform+问题+时间	
O	B+Inform+问题+症状	
O	I+Inform+问题+症状	
O	O	
O	O	
B+Inform+问题+时间	O	
I+Inform+问题+时间	B+Inform+问题+时间	
